timestamp,.300BLK_3,.300BLK_4,.300BLK_5,.357 Magnum FMJ,.357 Magnum JHP,.45 ACP AP,.45 ACP FMJ,.50 AE FMJ,.50 AE JHP,12 Gauge 8.5毫米鹿弹,12 Gauge 箭形弹,12 Gauge独头 AP-20,12 Gauge独头 FTX,12.7x55mm PD12双头弹,12.7x55mm PS12,12.7x55mm PS12A,12.7x55mm PS12B,4.6x30mm AP SX,4.6x30mm FMJ SX,4.6x30mm Subsonic SX,45-70 Govt FMJ,45-70 Govt FTX,45-70 Govt RN,5.45x39mm BS,5.45x39mm BT,5.45x39mm PS,5.56x45mm M855,5.56x45mm M855A1,5.56x45mm M995,5.7x28mm L191,5.7x28mm R37.F,5.7x28mm SS190,5.7x28mm SS193,5.8x42mm DBP10,5.8x42mm DVC12,5.8x42mm DVP88,6.8x51mm FMJ,6.8x51mm Hybrid,7.62x39mm AP,7.62x39mm BP,7.62x39mm PS,7.62x51mm BPZ,7.62x51mm M62,7.62x51mm M80,7.62x54R BT,7.62x54R LPS,7.62x54R T46M,9x19mm AP6.3,9x19mm PBP,9x19mm RIP,9x39mm BP,9x39mm SP5,9x39mm SP6,玻纤柳叶箭矢,碳纤维刺骨箭矢,碳纤维穿甲箭矢
2026-09-01 00:01,,1932,5493,,,1925,446,1280,,383,,551,519,3567,,,5143,4437,1370,387,1473,4115,404,5079,1916,429,,,5382,330,,5092,1833,1883,5635,373,,5739,5721,1681,446,468,6467,1538,6694,1770,442,351,1696,,4679,344,,,1994,
2026-09-01 00:11,467,,5568,,479,,,,584,,388,551,519,3467,2452,,5143,4437,,387,1473,4395,404,5079,,429,421,,5382,330,,5092,,,5635,373,1844,5739,5721,,461,468,6467,1538,6574,1770,,351,,,4679,364,1681,439,1994,7389
2026-09-01 00:21,467,,5568,,,,446,,,,388,551,519,3567,2452,,5143,4437,,387,1473,4395,,5079,,429,421,,5382,330,,5092,,1883,5635,373,1844,5739,5721,,461,468,6467,1538,6694,,442,351,,,4744,344,1681,,1924,
2026-09-01 00:31,467,,5568,,,,446,,,,388,551,519,3567,2452,,5143,4437,,387,1473,4395,,5079,,429,421,,5382,330,,5092,,1883,5635,373,1844,5739,5721,,461,468,6467,1538,6694,1810,442,351,,,4744,344,1681,,1924,
2026-09-01 00:41,467,,5568,,479,,461,,584,,388,551,519,3567,,554,5143,4437,,387,1473,,404,5134,,429,421,,5382,330,,5092,,1883,5635,388,,5739,5721,1681,461,,6467,1538,6694,1770,442,351,,,4744,344,1681,439,1994,8549
2026-09-01 00:51,482,,5568,,479,,461,,584,,388,511,519,3567,2452,554,5143,4437,,387,,4395,434,5134,,429,421,,5382,345,,5027,,,5635,388,1844,5739,5796,1716,461,468,6467,1538,6694,,442,351,,,4744,364,,,1994,8694
2026-09-01 01:01,482,,5568,,519,,461,,,,388,511,519,3567,2452,554,5143,4437,,387,1473,4395,434,5134,,429,421,,5447,345,,5027,,,5635,388,1844,5739,5796,1716,461,468,6467,1538,6694,1810,442,351,,,4744,364,1721,,1994,8694
2026-09-01 01:11,482,,5568,,499,,461,,644,,388,551,519,3567,2537,554,5143,4492,,387,1473,4395,434,5134,,444,421,,5447,345,,5092,,,5635,388,1844,5834,5796,,461,468,6467,1538,6694,1810,442,351,,,4744,364,1721,439,1994,11884
2026-09-01 01:21,482,,5568,,679,,461,,564,,388,551,519,3567,2452,554,5143,4492,,387,1473,4395,434,5134,,444,421,,5447,345,,5157,,1883,5635,388,1844,5834,5796,,461,468,6467,1538,6694,1810,442,351,,,4744,364,1721,,1994,8114
2026-09-01 01:31,482,,5568,,679,,,,,,388,511,519,3567,2452,554,5143,4492,,387,1473,4255,,5134,,444,421,,5447,345,,5222,,1883,5635,388,1844,5834,5871,,461,468,6467,1538,6694,1810,442,351,,,4744,364,1681,,1994,8114
2026-09-01 01:41,482,,5568,545,679,1925,461,,,,388,511,519,3567,2452,,5323,4547,,387,,,404,5189,,444,421,,5447,345,,5157,,1883,5705,388,1844,5834,5871,1681,,468,6467,1538,6694,1770,442,351,,,4744,344,1721,,1994,8114
2026-09-01 01:51,482,,5568,,679,,461,,564,,388,,519,3567,2452,554,5323,4547,,387,1538,4395,404,5189,,444,421,,5447,345,,5157,,,5705,388,1844,5834,5871,1681,,468,6467,1538,6694,1770,442,351,,,4744,344,1721,,1994,9419
2026-09-01 02:01,482,,5568,,679,,461,,564,,388,551,519,3567,2452,554,5323,4547,,387,1473,4535,434,5189,,444,421,,5447,345,,5222,,,5705,388,1844,5929,5871,1681,461,468,6467,1538,6694,1810,,351,,,4809,364,1721,439,1994,8404
2026-09-01 02:11,467,,5643,,659,,461,,584,,388,551,519,3567,2452,,5143,4547,,387,1408,4535,404,5244,,444,421,,5447,345,,5222,,1883,5705,388,1844,5929,5871,1681,461,468,6467,1538,6694,1770,442,351,,,4809,344,1721,439,1994,8404
2026-09-01 02:21,482,,5643,,679,,461,,584,,403,511,519,3567,2537,,5143,4547,,387,1408,4395,404,5244,,444,421,,5447,345,,5157,,,5705,388,1844,5929,5871,1681,461,468,6467,1538,6694,1770,442,351,,,4809,364,1681,,1994,8259
2026-09-01 02:31,482,,5643,,679,,461,,604,,403,551,519,3567,2537,554,5143,4547,,387,1538,4535,404,5244,,444,421,,5447,345,,5157,,1883,5705,388,1844,5929,5871,1681,461,468,6467,1538,6694,1810,442,351,,,4809,344,1721,,1924,8259
2026-09-01 02:41,482,,5643,,659,,446,,584,,388,511,519,3567,2537,,5143,4547,,387,1538,4535,404,5299,,444,406,,5447,345,,5222,,1883,5705,388,1844,5929,5871,1681,,468,6467,1538,6694,1730,442,366,,,4809,364,1721,,1994,8259
2026-09-01 02:51,467,,5643,,659,,461,,604,,403,511,519,3567,2452,554,5143,4547,,387,1473,4395,404,5299,,444,421,,5447,345,,5092,,1883,5705,388,,5929,5871,1681,461,468,6567,1538,6694,1810,442,366,,,4809,364,1721,,1994,8259
2026-09-01 03:01,467,,5568,,659,,461,,604,,,511,519,3567,2537,554,5143,4492,,387,1408,4395,404,5299,,444,406,,5382,330,,5092,,1883,5705,388,,5929,5871,1681,461,468,6567,1538,6694,1770,,366,,,4809,364,,,1994,8259
2026-09-01 03:11,452,,5568,545,659,1890,461,,684,,388,551,519,3567,,554,5143,4492,,387,1538,4395,404,5299,,444,421,,5447,345,,5222,,,5705,388,,5929,5871,1681,461,468,,1538,,1810,442,351,,,4809,364,1681,,1994,8259
2026-09-01 03:21,452,,5568,545,659,1925,461,,684,,388,551,519,3567,2537,554,5323,4547,,387,1538,4395,404,5299,,444,406,,5447,345,,5222,,1883,5705,388,,5929,5871,1681,461,468,6567,1538,6694,1810,,351,,,4809,364,1681,,,8259
2026-09-01 03:31,482,,5643,545,699,1890,461,,684,,388,551,519,3567,2537,,5143,4547,,387,1473,4535,,5299,,429,406,,5447,330,,5222,,1848,5705,388,,5929,5871,1681,,468,6567,1538,6694,1810,,351,,,4809,364,1681,,1994,8259
2026-09-01 03:41,467,,5643,545,679,1890,461,,684,,388,,519,3567,2537,,5143,4547,,387,1473,4395,,5299,,429,406,,5447,330,,5222,,1848,5705,388,,5929,5871,1681,,468,6567,1538,6694,1810,,351,,,4809,,1681,,1994,8114
2026-09-01 03:51,452,,5568,545,659,1890,446,,664,,388,551,519,3467,2537,,5143,4547,,387,1473,4395,434,5299,,444,406,,5447,345,,5157,,,5635,388,,5929,5871,1681,,468,6567,1538,6694,1770,442,366,,,4809,344,1681,,1994,8259
2026-09-01 04:01,452,,5568,590,659,,461,,684,,388,511,519,3567,2537,,5143,4547,,387,1473,4395,,5299,,,406,,5447,345,,5092,,1883,5705,388,,5929,5871,1681,461,468,6567,,6694,1770,442,366,,,4809,364,1681,,1994,8259
2026-09-01 04:11,452,,5643,590,659,,461,,684,,,551,519,3567,2537,,5323,4547,,387,1603,4535,434,5299,,429,406,,5447,345,,5287,,1883,5705,388,,5929,5871,1681,,468,6567,1538,6694,1810,442,351,,,4809,364,1681,,1994,8114
2026-09-01 04:21,452,,5568,545,639,,461,,704,,,511,519,3467,2537,554,5143,4547,,387,1538,4395,464,5299,,414,406,,5447,345,,5742,,1883,5635,388,,5929,5871,1681,461,468,6567,,6694,1810,442,366,,,4809,344,1641,439,1924,8404
2026-09-01 04:31,452,,5568,590,659,,446,,684,,,511,519,3467,2537,554,5143,4547,,387,1538,4255,,5299,,,421,,5447,345,,5027,,1883,5705,388,,5929,5871,1681,,468,6567,1538,6694,1810,442,366,,,4809,364,1681,,1994,8404
2026-09-01 04:41,452,,5568,545,659,,461,,684,,,511,519,3467,,554,,4547,,387,1538,4255,404,5299,,,421,,5447,345,,5027,,1883,5705,388,,5929,5871,1681,,468,6567,1538,6694,1810,442,351,,,4809,364,1681,439,1994,8404
2026-09-01 04:51,467,,5493,545,699,,446,,684,,388,511,519,3467,2452,554,,4547,,387,1473,4395,404,5299,,414,421,,5317,345,,5027,,1883,5705,388,,5929,5946,1681,,468,6567,,6694,1770,,351,,,4809,344,1681,,1994,8404
2026-09-01 05:01,467,,5493,,699,,,,684,,388,,519,3467,2452,554,5143,4547,,387,1473,4395,404,5299,,,421,,5317,345,,5027,,1883,5705,388,,5929,5946,1681,461,468,6567,1538,6574,1770,,351,,,4809,344,1681,,1994,8404
